,tune,chords,notes
1100,1100,"[('1', 'E7'), ('1', 'E7'), ('1', 'Em7'), ('1', 'Em7'), ('1', 'D7'), ('1', 'D7'), ('1', 'Am7'), ('1', 'G7')]","[65.0, 67.0, 64.0, 67.0, 64.0, 57.0, 65.0, 63.0]"
1101,1101,"[('1', 'Dbm6'), ('1', 'Dbm6'), ('1', 'Dbm6'), ('1', 'Am7'), ('2', 'Dbm6'), ('2', 'Dm7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'Dbm6')]","[65.0, 62.0, 72.0, 68.0, 70.0, 68.0, 66.0, 65.0, 65.0, 65.0, 58.0]"
1102,1102,"[('1', 'Gbm7#11'), ('1', 'Gbm7#11'), ('2', 'Dbm6'), ('2', 'G9sus'), ('1', 'Dbm6'), ('1', 'Dm9'), ('2', 'G9sus'), ('2', 'G7b9'), ('2', 'Dbm6'), ('2', 'G9sus'), ('2', 'Dbm6'), ('2', 'Gbmmaj9'), ('1', 'Em7b5'), ('1', 'A7b9'), ('2', 'Dm7'), ('2', 'A7b13'), ('1', 'Dm7'), ('1', 'Gbm7b5'), ('1', 'B7b9'), ('1', 'Dm7'), ('1', 'G9sus')]","[65.0, 69.0, 65.0, 63.0, 62.0, 60.0, 59.0, 76.0, 81.0, 84.0, 83.0, 77.0, 76.0, 75.0, 74.0, 75.0, 74.0, 75.0, 74.0, 73.0, 71.0]"
1103,1103,"[('1', 'Gbm7#11'), ('1', 'Gbm7#11'), ('2', 'Dbm6'), ('2', 'G9sus'), ('1', 'Dbm6'), ('1', 'Dm9'), ('2', 'G9sus'), ('2', 'G7b9'), ('1', 'Bm7b5'), ('1', 'E7b13'), ('1', 'Fmaj7'), ('1', 'Bm7'), ('2', 'Dbm6'), ('2', 'A7b9'), ('2', 'D7b13'), ('2', 'G7b13'), ('2', 'Dbm6'), ('2', 'D7#11'), ('1', 'G9sus')]","[65.0, 63.0, 64.0, 62.0, 61.0, 60.0, 59.0, 57.0, 56.0, 55.0, 53.0, 58.0, 61.0, 58.0, 56.0, 55.0, 69.0, 70.0, 72.0]"
1104,1104,"[('1', 'Cmaj7'), ('1', 'Dbdim7'), ('1', 'Dm7'), ('1', 'Abm7')]","[65.0, 67.0, 68.0, 70.0]"
1105,1105,"[('1', 'Cmaj7'), ('1', 'Dbdim7'), ('1', 'Dm7'), ('1', 'Abm7')]","[65.0, 64.0, 63.0, 61.0]"
1106,1106,"[('1', 'Fmaj7'), ('1', 'Fmaj7'), ('1', 'Bm7'), ('1', 'Bm7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Ebm7'), ('1', 'Ab7'), ('2', 'Dm7'), ('2', 'Abm7')]","[65.0, 72.0, 61.0, 72.0, 70.0, 68.0, 66.0, 64.0, 62.0, 60.0]"
1107,1107,"[('1', 'Cmaj7'), ('1', 'Dbdim7'), ('1', 'Dm7'), ('1', 'Abm7')]","[65.0, 67.0, 64.0, 61.0]"
1108,1108,"[('2', 'Cmaj7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Gm7'), ('2', 'Dbm7'), ('2', 'Gbm7'), ('2', 'Bm7')]","[65.0, 68.0, 68.0, 68.0, 67.0, 65.0, 62.0, 63.0, 65.0, 67.0, 69.0, 72.0]"
1109,1109,"[('2', 'Cmaj7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Gm7'), ('2', 'Dbm7'), ('2', 'Gbm7'), ('2', 'Bm7')]","[65.0, 67.0, 65.0, 63.0, 60.0, 65.0, 66.0, 65.0, 62.0, 57.0, 50.0, 55.0]"
1110,1110,"[('1', 'E7'), ('1', 'E7'), ('1', 'A7'), ('1', 'A7'), ('1', 'D7'), ('1', 'D7'), ('1', 'G7'), ('1', 'G7')]","[65.0, 67.0, 70.0, 68.0, 64.0, 70.0, 72.0, 67.0]"
1111,1111,"[('2', 'Cmaj7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Gm7'), ('2', 'Dbm7'), ('2', 'Gbm7'), ('2', 'Bm7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'Dbm6')]","[65.0, 63.0, 65.0, 62.0, 58.0, 55.0, 53.0, 51.0, 54.0, 56.0, 57.0, 58.0, 59.0, 55.0, 52.0]"
1112,1112,"[('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Bm7'), ('1', 'E7'), ('1', 'Am7'), ('1', 'Am7'), ('1', 'Gbm7b5'), ('1', 'B7'), ('1', 'Fmaj7'), ('1', 'Bm7'), ('1', 'Cmaj7'), ('2', 'Bm7b5'), ('2', 'E7b9'), ('1', 'Am7'), ('1', 'Ebm7'), ('1', 'Dm7'), ('1', 'Abm7')]","[65.0, 67.0, 63.0, 58.0, 61.0, 58.0, 63.0, 59.0, 63.0, 67.0, 62.0, 67.0, 64.0, 59.0, 53.0, 55.0, 58.0]"
1113,1113,"[('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Bm7'), ('1', 'E7'), ('1', 'Am7'), ('1', 'Am7'), ('1', 'Gbm7b5'), ('1', 'B7'), ('1', 'Fmaj7'), ('1', 'Bm7'), ('1', 'Cmaj7'), ('1', 'A7b9'), ('1', 'Dm7'), ('2', 'Abm7sus'), ('2', 'Abm7b9'), ('1', 'Dbm6'), ('2', 'Dm7'), ('2', 'Abm7b9')]","[65.0, 60.0, 63.0, 59.0, 55.0, 60.0, 62.0, 61.0, 64.0, 66.0, 68.0, 64.0, 65.0, 64.0, 74.0, 65.0, 65.0, 71.0]"
1114,1114,"[('1', 'Dm7b5'), ('1', 'G7b9'), ('1', 'Cm'), ('1', 'Cm'), ('1', 'Fm7'), ('1', 'Bb7'), ('1', 'Ebmaj7'), ('2', 'Dm7b5'), ('2', 'G7b9')]","[65.0, 69.0, 67.0, 60.0, 61.0, 69.0, 68.0, 67.0, 63.0]"
1115,1115,"[('1', 'Cm'), ('1', 'Fm7'), ('1', 'Am7'), ('1', 'G7b9'), ('1', 'Cm'), ('1', 'F7#11'), ('1', 'Dm7b5'), ('1', 'G7b9')]","[65.0, 69.0, 66.0, 69.0, 62.0, 62.0, 57.0, 61.0]"
1116,1116,"[('1', 'Dm7b5'), ('1', 'G7b9'), ('1', 'Cm'), ('1', 'Cm'), ('1', 'Fm7'), ('1', 'Bb7'), ('1', 'Ebmaj7'), ('2', 'Dm7b5'), ('2', 'G7b9')]","[65.0, 67.0, 63.0, 67.0, 72.0, 71.0, 74.0, 69.0, 70.0]"
1117,1117,"[('1', 'Cm'), ('1', 'Fm7'), ('1', 'Am7'), ('1', 'G7b9'), ('2', 'Cm'), ('2', 'A7'), ('2', 'Am7#11'), ('2', 'G7b9'), ('1', 'Cm'), ('1', 'Cm')]","[65.0, 67.0, 67.0, 66.0, 67.0, 66.0, 65.0, 61.0, 58.0, 60.0]"
1118,1118,"[('1', 'Dm7'), ('1', 'G7'), ('2', 'Cmaj7'), ('2', 'Gbm7'), ('2', 'Em7'), ('2', 'A7'), ('1', 'Dm7'), ('1', 'G7')]","[65.0, 67.0, 69.0, 70.0, 54.0, 55.0, 57.0, 58.0]"
1119,1119,"[('1', 'Dm7'), ('1', 'G7'), ('2', 'Cmaj7'), ('2', 'Gbm7'), ('2', 'Em7'), ('2', 'A7'), ('1', 'Dm7'), ('1', 'G7')]","[65.0, 60.0, 66.0, 67.0, 69.0, 72.0, 71.0, 69.0]"
1120,1120,"[('2', 'Abmaj7'), ('2', 'Fm7'), ('2', 'Bbm7'), ('2', 'Em7'), ('1', 'Abmaj7'), ('1', 'Abmaj7'), ('1', 'Am7'), ('1', 'D7'), ('1', 'Dm7'), ('2', 'G7'), ('4', 'Em7'), ('4', 'Ebm7')]","[65.0, 67.0, 65.0, 68.0, 65.0, 68.0, 66.0, 68.0, 67.0, 65.0, 64.0, 67.0]"
1121,1121,"[('1', 'Dm7'), ('1', 'G7'), ('2', 'Cmaj7'), ('2', 'Gbm7'), ('2', 'Em7'), ('2', 'A7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Em7b5'), ('1', 'A7b9'), ('1', 'Dm7'), ('1', 'Fm6'), ('1', 'Em7'), ('1', 'A7'), ('2', 'Ebm7'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'Dbm6'), ('2', 'Dm7'), ('2', 'G7')]","[65.0, 64.0, 65.0, 64.0, 69.0, 69.0, 69.0, 72.0, 74.0, 74.0, 75.0, 76.0, 67.0, 63.0, 68.0, 69.0, 63.0, 65.0, 70.0, 72.0, 70.0]"
1122,1122,"[('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'D7#11'), ('1', 'D7#11'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Em7b5'), ('1', 'A7b9'), ('1', 'Dm7'), ('1', 'E7b9'), ('1', 'A7'), ('1', 'A7b9'), ('1', 'D7b9'), ('1', 'D7b9'), ('1', 'Dbmaj7'), ('1', 'Dbmaj7')]","[65.0, 67.0, 72.0, 64.0, 62.0, 61.0, 60.0, 62.0, 63.0, 65.0, 68.0, 66.0, 63.0, 60.0, 56.0, 53.0]"
1123,1123,"[('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'D7#11'), ('1', 'D7#11'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Em7b5'), ('1', 'A7b9'), ('1', 'Dm7'), ('1', 'Fm6'), ('1', 'Cmaj7'), ('1', 'B7#9'), ('1', 'Emaj7'), ('1', 'Gbdim7'), ('1', 'Gbm7'), ('1', 'B7')]","[65.0, 68.0, 61.0, 65.0, 61.0, 65.0, 68.0, 59.0, 59.0, 60.0, 72.0, 71.0, 68.0, 76.0, 77.0, 75.0]"
1124,1124,"[('1', 'Emaj7'), ('1', 'Gbdim7'), ('1', 'Gbm7'), ('1', 'B7'), ('1', 'Emaj7'), ('1', 'Dbm7'), ('1', 'Gbm7'), ('1', 'B7'), ('1', 'Gmaj7'), ('1', 'Abdim7'), ('1', 'Am7'), ('1', 'D7'), ('1', 'Dm7'), ('1', 'Bbm6'), ('1', 'D7'), ('1', 'G7b9')]","[65.0, 65.0, 65.0, 69.0, 71.0, 67.0, 68.0, 65.0, 63.0, 65.0, 61.0, 60.0, 58.0, 63.0, 62.0, 63.0]"
1125,1125,"[('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'D7#11'), ('1', 'D7#11'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Em7b5'), ('1', 'A7b9'), ('1', 'Dm7'), ('1', 'Fm6'), ('1', 'Cmaj7'), ('1', 'Am7'), ('1', 'D7'), ('1', 'D7'), ('1', 'Bm7'), ('1', 'Bm7'), ('1', 'D7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'C6'), ('1', 'G7')]","[65.0, 63.0, 62.0, 60.0, 59.0, 58.0, 57.0, 55.0, 56.0, 55.0, 58.0, 54.0, 58.0, 60.0, 58.0, 57.0, 56.0, 58.0, 62.0, 58.0, 55.0]"
1126,1126,"[('2', 'Dbm6'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Cmaj7'), ('2', 'Gbm7'), ('2', 'Em7'), ('2', 'A7'), ('1', 'Dm7'), ('1', 'G7')]","[65.0, 64.0, 63.0, 61.0, 69.0, 72.0, 70.0, 65.0, 63.0, 66.0]"
1127,1127,"[('2', 'Dbm6'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Cmaj7'), ('2', 'Gbm7'), ('2', 'Em7'), ('2', 'A7'), ('1', 'Dm7'), ('1', 'G7')]","[65.0, 62.0, 68.0, 62.0, 68.0, 67.0, 64.0, 61.0, 64.0, 61.0]"
1128,1128,"[('1', 'Fmaj7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'Cmaj7'), ('2', 'Bm7b5'), ('2', 'E7b9'), ('1', 'Am'), ('2', 'D7'), ('2', 'B7'), ('1', 'Emaj7'), ('2', 'Dm7'), ('2', 'G7')]","[65.0, 67.0, 68.0, 67.0, 66.0, 69.0, 72.0, 70.0, 69.0, 67.0, 65.0, 63.0]"
1129,1129,"[('2', 'Dbm6'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Cmaj7'), ('2', 'Gbm7'), ('2', 'Em7'), ('2', 'A7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Cmaj7'), ('2', 'Dm7'), ('2', 'G7')]","[65.0, 63.0, 62.0, 61.0, 63.0, 60.0, 53.0, 72.0, 77.0, 76.0, 75.0, 73.0, 74.0]"
1130,1130,"[('1', 'Cmaj7'), ('1', 'Edim7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Cmaj7'), ('1', 'A7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Em7'), ('1', 'A7'), ('1', 'Dm7'), ('1', 'G7')]","[65.0, 69.0, 60.0, 65.0, 67.0, 65.0, 64.0, 60.0, 62.0, 63.0, 55.0, 51.0]"
1131,1131,"[('1', 'Cmaj7'), ('1', 'Edim7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Cmaj7'), ('1', 'A7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Em7'), ('1', 'A7'), ('1', 'Dm7'), ('1', 'G7')]","[65.0, 64.0, 62.0, 64.0, 65.0, 65.0, 67.0, 69.0, 71.0, 74.0, 72.0, 70.0]"
1132,1132,"[('1', 'Emaj7'), ('1', 'Emaj7'), ('1', 'Gbm7'), ('1', 'B7'), ('1', 'Emaj7'), ('1', 'Emaj7'), ('1', 'Bbm7b5'), ('1', 'Eb7b9'), ('1', 'Abm7'), ('1', 'Abm7'), ('1', 'Db7'), ('1', 'Db7'), ('1', 'Gb7'), ('1', 'Gb7'), ('1', 'B7'), ('1', 'B7')]","[65.0, 67.0, 69.0, 72.0, 74.0, 72.0, 70.0, 68.0, 70.0, 66.0, 63.0, 65.0, 67.0, 67.0, 69.0, 71.0]"
1133,1133,"[('1', 'Cmaj7'), ('1', 'Edim7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Gm7'), ('1', 'C7'), ('1', 'Fmaj7'), ('1', 'Bm7'), ('1', 'Em7'), ('1', 'A7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'C6'), ('1', 'A7'), ('1', 'Dm7'), ('1', 'G7')]","[65.0, 63.0, 65.0, 66.0, 65.0, 64.0, 60.0, 55.0, 47.0, 51.0, 39.0, 46.0, 50.0, 49.0, 50.0, 49.0]"
1134,1134,"[('1', 'C6'), ('1', 'C6'), ('1', 'C6'), ('1', 'C6'), ('1', 'Cm6'), ('1', 'Cm6'), ('1', 'Cm6'), ('1', 'Cm6'), ('1', 'C6'), ('1', 'C6'), ('1', 'C6'), ('1', 'C6'), ('1', 'A7b13'), ('1', 'A7b13'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Dm7'), ('1', 'G7')]","[65.0, 72.0, 65.0, 60.0, 63.0, 67.0, 53.0, 60.0, 57.0, 54.0, 55.0, 51.0, 48.0, 53.0, 58.0, 59.0, 60.0, 67.0, 65.0, 61.0, 58.0, 56.0, 67.0, 66.0, 65.0, 62.0, 63.0, 65.0, 62.0, 61.0]"
1135,1135,"[('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Dm7'), ('1', 'Dm7'), ('1', 'Dm7'), ('1', 'Dm7'), ('1', 'Dm7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'G7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Dm7'), ('1', 'G7'), ('2', 'Cmaj7'), ('2', 'C7')]","[65.0, 64.0, 63.0, 62.0, 63.0, 61.0, 58.0, 63.0, 56.0, 62.0, 60.0, 58.0, 62.0, 58.0, 55.0, 55.0, 56.0, 55.0]"
1136,1136,"[('1', 'A7b9'), ('1', 'A7b9'), ('1', 'A7b9'), ('1', 'A7b9'), ('1', 'A7b9'), ('1', 'A7b9'), ('1', 'A7b9'), ('1', 'A7b9'), ('1', 'A7b9'), ('1', 'A7b9'), ('1', 'A7b9'), ('1', 'A7b9'), ('1', 'Dm'), ('1', 'Dmb6'), ('1', 'Dm6')]","[65.0, 69.0, 72.0, 70.0, 67.0, 65.0, 70.0, 70.0, 73.0, 74.0, 75.0, 71.0, 70.0, 68.0, 70.0]"
1137,1137,"[('1', 'Dm7'), ('1', 'Dm7'), ('1', 'Bb7'), ('1', 'Bb7'), ('1', 'Em7'), ('1', 'Em7'), ('1', 'Am7'), ('1', 'Am7'), ('1', 'D7'), ('1', 'D7'), ('1', 'Dm7'), ('1', 'G7')]","[65.0, 68.0, 69.0, 70.0, 72.0, 69.0, 67.0, 66.0, 65.0, 61.0, 63.0, 61.0]"
1138,1138,"[('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Dm7'), ('1', 'G7')]","[65.0, 67.0, 67.0, 63.0, 60.0, 61.0, 62.0, 64.0, 65.0, 67.0, 64.0, 63.0]"
1139,1139,"[('1', 'Gm7b5'), ('1', 'C7b9'), ('1', 'Fm6'), ('1', 'Fm6'), ('1', 'Dm7b5'), ('1', 'G7#5'), ('1', 'Cmaj7'), ('1', 'Cmaj7')]","[65.0, 65.0, 67.0, 69.0, 70.0, 69.0, 67.0, 66.0]"
1140,1140,"[('1', 'Gm7b5'), ('1', 'C7b9'), ('1', 'Fm6'), ('1', 'Fm6'), ('1', 'Dm7b5'), ('1', 'G7#5'), ('1', 'Cmaj7'), ('1', 'Cmaj7')]","[65.0, 69.0, 70.0, 71.0, 72.0, 71.0, 69.0, 67.0]"
1141,1141,"[('1', 'Cm7'), ('1', 'F7'), ('1', 'Bbmaj7'), ('1', 'Bbmaj7'), ('1', 'Am7'), ('1', 'Am7'), ('1', 'Dm7b5'), ('1', 'G7')]","[65.0, 67.0, 70.0, 72.0, 74.0, 72.0, 71.0, 72.0]"
1142,1142,"[('1', 'Gm7b5'), ('1', 'C7b9'), ('1', 'Fm6'), ('1', 'Fm6'), ('1', 'Dm7b5'), ('1', 'G7#5'), ('1', 'Cmaj7'), ('1', 'Cmaj7')]","[65.0, 60.0, 55.0, 59.0, 60.0, 63.0, 63.0, 63.0]"
1143,1143,"[('2', 'Dbm6'), ('2', 'Am'), ('2', 'Dm'), ('2', 'Abm7'), ('2', 'Cmaj7'), ('2', 'Am'), ('2', 'Dm'), ('2', 'Abm7'), ('2', 'Dbm6'), ('2', 'Cmaj7'), ('2', 'Dm9'), ('2', 'Abm13'), ('2', 'Dbm6'), ('2', 'Am'), ('2', 'Dm'), ('2', 'Abm7'), ('2', 'Dbm6'), ('2', 'Am'), ('2', 'Cm'), ('2', 'Abm7'), ('1', 'Cmaj7'), ('2', 'Am'), ('2', 'E7'), ('2', 'Am9'), ('2', 'Am7'), ('2', 'D7sus'), ('2', 'D7'), ('1', 'Dm11'), ('1', 'Abm9sus'), ('1', 'Dm11'), ('1', 'Abm9sus'), ('1', 'Dm'), ('1', 'Abm7')]","[65.0, 72.0, 72.0, 71.0, 69.0, 70.0, 69.0, 67.0, 66.0, 69.0, 71.0, 69.0, 68.0, 67.0, 65.0, 67.0, 64.0, 67.0, 65.0, 64.0, 63.0, 62.0, 65.0, 57.0, 60.0, 64.0, 60.0, 57.0, 53.0, 49.0, 51.0, 55.0, 58.0]"
1144,1144,"[('2', 'Dbm6'), ('2', 'Am7'), ('2', 'Em7'), ('2', 'Cmaj7'), ('2', 'Fmaj7'), ('2', 'Gbdim7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'Bm7'), ('2', 'Em7'), ('2', 'A7b9'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Dbm6'), ('2', 'Abm7')]","[65.0, 67.0, 68.0, 67.0, 65.0, 70.0, 70.0, 70.0, 73.0, 77.0, 80.0, 76.0, 75.0, 74.0, 72.0, 68.0]"
1145,1145,"[('2', 'Dbm6'), ('2', 'Am7'), ('2', 'Em7'), ('2', 'Cmaj7'), ('2', 'Fmaj7'), ('2', 'Gbdim7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'Bm7'), ('2', 'Em7'), ('2', 'A7b9'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Dbm6'), ('2', 'Abm7')]","[65.0, 65.0, 65.0, 63.0, 70.0, 66.0, 65.0, 57.0, 59.0, 62.0, 60.0, 60.0, 64.0, 67.0, 69.0, 71.0]"
1146,1146,"[('1', 'Dbm6'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'Abm7'), ('1', 'Dbm6'), ('2', 'Gbm7b5'), ('2', 'B7b9'), ('2', 'Em7'), ('2', 'Ebdim7'), ('2', 'Dm7'), ('2', 'Abm7')]","[65.0, 67.0, 68.0, 69.0, 68.0, 66.0, 70.0, 68.0, 63.0, 62.0, 63.0, 62.0, 58.0, 61.0]"
1147,1147,"[('2', 'Gbm7b5'), ('2', 'B7'), ('2', 'Em7'), ('2', 'Cmaj7'), ('2', 'Fmaj7'), ('2', 'Gbdim7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'Bm7'), ('2', 'Em7'), ('2', 'A7b9'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Dbm6'), ('2', 'Abm7')]","[65.0, 67.0, 65.0, 62.0, 63.0, 60.0, 61.0, 58.0, 61.0, 63.0, 60.0, 65.0, 68.0, 67.0, 65.0, 64.0]"
1148,1148,"[('1', 'Cm'), ('1', 'CmM7'), ('1', 'Cm7'), ('1', 'Cm6'), ('1', 'Cm'), ('1', 'Cm'), ('1', 'Dm7'), ('1', 'Dm7'), ('1', 'Bbm7'), ('1', 'Bbm7')]","[65.0, 68.0, 70.0, 67.0, 69.0, 73.0, 74.0, 77.0, 79.0, 82.0]"
1149,1149,"[('1', 'Gbdim7'), ('1', 'Fm7'), ('1', 'Fm7#11')]","[65.0, 64.0, 62.0]"
1150,1150,"[('1', 'Cm'), ('1', 'CmM7'), ('1', 'Cm7'), ('1', 'Cm6'), ('1', 'Cm'), ('1', 'Cm'), ('1', 'Dm7'), ('1', 'Dm7'), ('1', 'Bbm7'), ('1', 'Bbm7')]","[65.0, 67.0, 68.0, 65.0, 67.0, 69.0, 66.0, 68.0, 73.0, 72.0]"
1151,1151,"[('1', 'Gbdim7'), ('1', 'Fm7'), ('1', 'Fm7#11')]","[65.0, 68.0, 67.0]"
1152,1152,"[('1', 'Bmaj7'), ('1', 'Bmaj7'), ('1', 'Bmaj7'), ('2', 'Dbm7'), ('2', 'Gm7'), ('1', 'Bmaj7'), ('1', 'Bmaj7'), ('1', 'Dbm7'), ('1', 'Gm7'), ('1', 'Dbm7'), ('1', 'Gm7'), ('1', 'Dbm7'), ('2', 'Bbm7b5'), ('2', 'Eb7b9'), ('2', 'Abm7'), ('2', 'Abm7'), ('1', 'Fm7'), ('1', 'Eb7'), ('2', 'Dm7b5'), ('2', 'G7b9')]","[65.0, 67.0, 70.0, 67.0, 63.0, 67.0, 65.0, 69.0, 75.0, 66.0, 70.0, 70.0, 72.0, 70.0, 72.0, 67.0, 65.0, 63.0, 69.0, 70.0]"
1153,1153,"[('1', 'Cm'), ('1', 'CmM7'), ('1', 'Cm7'), ('1', 'Cm6'), ('1', 'Cm'), ('1', 'Cm'), ('1', 'Dm7'), ('1', 'Dm7'), ('1', 'Bbm7'), ('1', 'Bbm7')]","[65.0, 63.0, 72.0, 69.0, 67.0, 66.0, 67.0, 63.0, 58.0, 70.0]"
1154,1154,"[('1', 'Gbdim7'), ('1', 'Fm7'), ('1', 'Fm7#11')]","[65.0, 63.0, 64.0]"
1155,1155,"[('1', 'Cm'), ('1', 'CmM7'), ('1', 'Cm7'), ('1', 'Cm6'), ('1', 'Cm'), ('1', 'Cm'), ('1', 'Dm7'), ('1', 'Dm7'), ('1', 'Bbm7'), ('1', 'Bbm7')]","[65.0, 72.0, 69.0, 68.0, 67.0, 65.0, 63.0, 59.0, 65.0, 61.0]"
1156,1156,"[('1', 'G7'), ('1', 'Cm7'), ('1', 'Abm6'), ('1', 'Ebmaj7'), ('1', 'G7b9')]","[65.0, 67.0, 69.0, 72.0, 68.0]"
1157,1157,"[('2', 'C6'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G9'), ('2', 'C6'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G9'), ('2', 'C6'), ('2', 'Dm7'), ('2', 'Em7'), ('2', 'A7b9'), ('1', 'Dm7'), ('2', 'Em7'), ('2', 'A7'), ('1', 'Dm7'), ('2', 'Em7'), ('2', 'A9'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Dm7'), ('2', 'Dm7'), ('2', 'G9'), ('2', 'C6'), ('2', 'C6'), ('1', 'G13')]","[65.0, 63.0, 61.0, 59.0, 63.0, 58.0, 56.0, 56.0, 57.0, 53.0, 48.0, 51.0, 56.0, 56.0, 56.0, 57.0, 55.0, 57.0, 58.0, 68.0, 67.0, 66.0, 65.0, 66.0, 67.0, 65.0]"
1158,1158,"[('2', 'C6'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G9'), ('1', 'C6'), ('2', 'Dm7'), ('2', 'G13'), ('2', 'C13'), ('2', 'C13'), ('2', 'Gm7'), ('2', 'C9'), ('2', 'F6'), ('2', 'F6'), ('2', 'F6'), ('2', 'F6'), ('1', 'Fmaj7'), ('1', 'Bm9'), ('1', 'Em7'), ('1', 'A7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'C6'), ('2', 'Dm7'), ('2', 'G13')]","[65.0, 67.0, 65.0, 74.0, 73.0, 65.0, 68.0, 69.0, 64.0, 67.0, 64.0, 65.0, 62.0, 65.0, 63.0, 65.0, 60.0, 57.0, 56.0, 54.0, 53.0, 51.0, 49.0, 48.0]"
1159,1159,"[('1', 'Ebm7'), ('1', 'Abm7'), ('2', 'Dbm7'), ('2', 'Gbm7'), ('1', 'Bm7'), ('2', 'Em7'), ('2', 'A7b9'), ('4', 'Ebm7'), ('4', 'Ab7'), ('4', 'Dm7'), ('4', 'Abm7'), ('1', 'Dbmadd9'), ('1', 'Bm7#11')]","[65.0, 72.0, 76.0, 82.0, 83.0, 84.0, 82.0, 81.0, 79.0, 78.0, 76.0, 74.0, 71.0]"
1160,1160,"[('1', 'Ebm7'), ('1', 'Abm7'), ('2', 'Dbm7'), ('2', 'Gbm7'), ('1', 'Bm7'), ('2', 'Em7'), ('2', 'A7b9'), ('4', 'Ebm7'), ('4', 'Ab7'), ('4', 'Dm7'), ('4', 'Abm7'), ('1', 'Dbmadd9'), ('1', 'Bm7#11')]","[65.0, 67.0, 65.0, 64.0, 62.0, 67.0, 68.0, 70.0, 71.0, 72.0, 68.0, 73.0, 69.0]"
